Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0,Graduate,Yes,5421,2516,267,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,9213,0,181,300,1.0,Rural,Y
Female,Yes,1,Graduate,No,9419,0,54,360,1.0,Urban,Y
Male,No,2,Graduate,No,747,493,164,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4062,589,189,120,1.0,Urban,Y
Male,No,0,Graduate,No,4200,0,77,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,7851,2217,137,180,1.0,Urban,Y
Male,No,3+,Not Graduate,No,4690,1681,26,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,8130,595,121,180,1.0,Rural,Y
Male,Yes,3+,Graduate,No,2309,5615,114,480,1.0,Rural,Y
Male,Yes,0,Graduate,No,5896,334,344,240,1.0,Urban,Y
Male,No,3+,Not Graduate,No,9229,410,103,240,1.0,Urban,Y
Male,Yes,0,Graduate,No,1750,1624,126,480,1.0,Rural,Y
Male,No,0,Graduate,Yes,28553,510,141,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,11312,6140,104,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,4919,556,228,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2752,8578,44,360,1.0,Rural,Y
Male,No,1,Not Graduate,No,4347,0,293,120,0.0,Semiurban,N
Female,Yes,2,Not Graduate,No,5211,0,147,360,1.0,Urban,Y
Female,No,0,Graduate,No,6690,11933,324,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,14051,1961,28,360,0.0,Rural,N
Male,Yes,1,Graduate,No,3521,656,34,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,7287,1631,124,360,1.0,Urban,Y
Male,No,1,Graduate,No,1988,0,201,360,0.0,Semiurban,N
Female,Yes,0,Graduate,No,3679,889,106,360,1.0,Rural,Y
Male,No,0,Graduate,No,6397,2102,210,300,1.0,Urban,Y
Female,Yes,0,Graduate,No,7973,1323,267,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2900,0,221,360,1.0,Urban,Y
Male,No,0,Graduate,No,3609,0,157,360,0.0,Urban,N
Female,Yes,0,Graduate,Yes,13662,0,157,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,11084,4705,102,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,5686,363,143,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,1026,1335,80,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,28503,1569,92,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,4846,554,202,180,0.0,Urban,N
Male,Yes,0,Graduate,No,3948,1604,112,120,0.0,Rural,N
Female,Yes,1,Not Graduate,No,3409,0,95,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,6396,0,194,240,0.0,Rural,N
Female,Yes,3+,Graduate,No,6442,0,186,240,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,9560,749,130,360,1.0,Urban,Y
Male,No,2,Graduate,No,2570,13521,135,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,3949,0,190,300,1.0,Urban,Y
Female,Yes,1,Graduate,No,20361,3142,265,180,1.0,Rural,Y
Male,Yes,0,Graduate,No,5751,4938,167,180,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4355,2309,72,120,1.0,Rural,Y
Male,Yes,1,Not Graduate,Yes,2542,6543,129,180,0.0,Semiurban,N
Male,Yes,1,Not Graduate,No,7003,0,116,480,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,10114,0,78,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,9065,3412,200,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,No,4100,8746,209,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,6328,8201,229,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,15837,0,81,120,1.0,Rural,Y
Female,Yes,0,Graduate,No,10400,3030,163,360,0.0,Urban,Y
Female,Yes,2,Graduate,No,2838,3626,147,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,826,0,178,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,6049,0,160,360,1.0,Urban,Y
Female,No,0,Graduate,No,8595,1427,147,360,0.0,Urban,Y
Male,Yes,3+,Graduate,No,2292,0,137,360,1.0,Semiurban,Y
Female,Yes,2,Not Graduate,No,4884,0,288,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4086,0,88,360,1.0,Rural,Y
Female,No,1,Not Graduate,No,5286,7200,133,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3356,3816,283,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,12129,0,91,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,5451,1224,94,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2656,8089,230,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,9341,0,63,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2028,2050,220,360,0.0,Rural,N
Female,No,0,Graduate,No,12078,5437,110,180,1.0,Urban,Y
Female,No,3+,Graduate,No,9835,24048,189,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,13001,561,71,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4399,809,302,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3472,0,71,360,1.0,Urban,Y
Male,No,0,Graduate,No,5212,2770,229,120,1.0,Rural,Y
Female,Yes,0,Graduate,No,4632,2188,73,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,3112,1611,439,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3335,6053,142,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3802,0,478,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2166,0,90,360,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,7899,1641,113,360,0.0,Urban,N
Male,No,2,Graduate,No,4738,1273,306,360,0.0,Urban,N
Female,No,0,Not Graduate,Yes,3960,0,63,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,2259,6138,97,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,2181,9144,199,360,1.0,Semiurban,Y
Male,No,2,Graduate,Yes,19056,3892,80,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,3168,0,202,180,1.0,Urban,Y
Female,Yes,2,Graduate,No,7535,1017,164,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5507,784,59,360,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,704,7858,265,360,0.0,Semiurban,N
Male,Yes,0,Graduate,No,17235,2044,69,480,1.0,Urban,Y
Female,Yes,0,Graduate,No,7933,456,235,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2871,1318,160,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4818,0,112,480,1.0,Urban,Y
Female,Yes,3+,Graduate,No,2198,0,76,240,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,17647,655,180,180,1.0,Semiurban,Y
Male,No,3+,Graduate,No,2603,1469,87,360,1.0,Semiurban,Y
Female,No,3+,Graduate,No,3407,0,306,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2949,0,313,180,1.0,Semiurban,Y
Female,No,2,Graduate,Yes,5199,258,397,480,1.0,Rural,Y
Male,No,0,Graduate,Yes,12825,0,175,480,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,17198,0,116,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,3717,1651,124,360,0.0,Urban,Y
Male,No,2,Graduate,No,6404,5394,118,240,1.0,Semiurban,Y
Male,No,1,Graduate,No,5204,459,172,360,1.0,Urban,Y
Male,No,0,Graduate,No,2472,896,192,240,1.0,Urban,Y
Male,No,0,Not Graduate,No,26790,0,310,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,12758,3687,150,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5610,2249,63,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,Yes,14873,15419,116,180,0.0,Rural,N
Male,Yes,2,Graduate,No,11481,807,377,180,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,5204,0,58,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,6174,0,231,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,14164,432,117,360,0.0,Rural,Y
Male,No,2,Graduate,Yes,2534,0,87,240,1.0,Urban,Y
Female,Yes,3+,Graduate,No,15860,0,188,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4198,228,378,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,14289,0,182,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,4896,4444,126,240,0.0,Semiurban,N
Male,No,1,Graduate,No,6224,532,68,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,4798,3216,139,360,1.0,Urban,Y
Male,No,2,Graduate,No,3387,3877,66,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4068,506,123,360,0.0,Semiurban,Y
Male,Yes,2,Graduate,No,12905,0,142,120,1.0,Urban,Y
Male,Yes,2,Not Graduate,Yes,972,0,36,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2064,0,341,360,0.0,Urban,N
Female,No,1,Not Graduate,No,2957,1392,70,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,2310,2738,132,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,14143,911,204,360,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,11853,5506,325,480,1.0,Urban,Y
Female,No,0,Graduate,No,7438,5504,92,360,1.0,Semiurban,Y
Female,Yes,2,Not Graduate,No,3144,0,32,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,12513,2277,283,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,1616,665,70,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,22012,467,184,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,3043,0,191,360,0.0,Semiurban,Y
Female,No,0,Not Graduate,No,4091,1656,21,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3638,5232,56,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,2318,0,112,360,0.0,Urban,Y
Male,No,0,Graduate,No,18912,2175,31,120,0.0,Urban,N
Male,Yes,0,Graduate,No,8537,0,66,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,11508,0,159,240,1.0,Urban,Y
Female,Yes,0,Graduate,No,2086,5309,140,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,5578,0,177,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,7077,6245,194,360,1.0,Semiurban,Y
Male,No,2,Graduate,Yes,5940,1784,54,480,1.0,Rural,Y
Female,Yes,1,Graduate,No,2181,245,68,120,1.0,Urban,Y
Male,No,2,Graduate,No,10434,3752,234,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5351,0,370,360,0.0,Semiurban,Y
Male,Yes,3+,Graduate,No,2518,1145,83,120,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1341,1247,173,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,7515,1541,240,240,1.0,Rural,Y
Female,Yes,0,Graduate,No,27318,263,171,300,0.0,Rural,Y
Male,No,0,Graduate,No,2414,169,127,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,5537,6645,101,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,10693,793,488,360,0.0,Semiurban,Y
Female,Yes,1,Graduate,No,2020,11559,157,360,1.0,Rural,Y
Male,No,0,Graduate,No,3512,7118,187,240,1.0,Urban,Y
Male,No,1,Graduate,No,2691,0,180,180,1.0,Semiurban,Y
Male,No,3+,Not Graduate,No,9791,943,91,240,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,12429,361,153,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,5493,609,122,360,0.0,Urban,N
Male,Yes,1,Graduate,No,2726,0,121,480,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3604,168,179,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,3161,1123,85,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,2479,0,72,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,4575,495,200,480,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,7349,638,107,360,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,6926,1450,120,360,1.0,Urban,Y
Female,No,0,Graduate,No,4886,0,46,360,0.0,Urban,N
Male,Yes,0,Graduate,No,5115,741,264,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,4642,0,203,360,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,1982,2073,226,360,1.0,Rural,Y
Female,No,3+,Not Graduate,No,5497,0,187,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,3266,941,59,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,1913,0,170,180,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,6370,9862,102,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,3202,3395,83,360,0.0,Rural,N
Male,No,1,Graduate,No,5764,4943,200,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,8895,0,401,360,0.0,Rural,N
Male,Yes,0,Not Graduate,No,2527,0,363,360,1.0,Urban,Y
Male,No,3+,Graduate,No,5242,2953,215,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,1383,0,145,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,14368,0,130,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,1898,814,86,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,3427,1147,126,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,12542,0,255,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4170,2521,443,480,1.0,Urban,Y
Female,No,0,Not Graduate,No,2125,1961,90,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,8096,0,44,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,7969,21455,107,360,1.0,Rural,Y
Female,No,2,Graduate,No,3155,0,255,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3403,0,514,360,0.0,Rural,N
Female,Yes,0,Graduate,Yes,3623,0,325,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,4251,0,320,360,1.0,Rural,Y
Female,No,0,Graduate,No,1306,611,89,180,1.0,Rural,Y
Female,No,3+,Graduate,No,4328,0,90,360,1.0,Semiurban,Y
Male,No,0,Graduate,Yes,17132,2299,67,240,1.0,Semiurban,Y
Female,No,0,Graduate,Yes,2624,702,99,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,3266,2120,256,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,2146,1413,393,360,1.0,Rural,Y
Male,No,2,Not Graduate,No,7544,2083,182,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,11409,0,127,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,11228,2116,78,480,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,2051,749,138,480,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,6973,2123,167,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,13408,6900,61,480,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,7021,2347,257,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,6869,0,115,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,3532,4093,248,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,5733,0,147,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,11677,10086,177,300,1.0,Rural,Y
Male,Yes,0,Graduate,No,6184,629,97,360,0.0,Rural,Y
Male,No,0,Not Graduate,No,2051,4357,120,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,3571,0,218,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,11458,733,137,180,1.0,Semiurban,Y
Male,No,1,Graduate,Yes,6169,4958,76,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,5341,2974,158,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3334,0,187,300,0.0,Urban,N
Male,Yes,0,Graduate,No,11293,2193,338,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,15735,1622,296,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,11899,1080,142,480,1.0,Urban,Y
Female,Yes,1,Graduate,No,13491,316,106,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3823,1315,129,120,1.0,Rural,Y
Male,Yes,0,Graduate,No,3462,0,108,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,4405,2349,201,360,0.0,Urban,N
Female,No,3+,Not Graduate,No,5049,435,277,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,13382,0,312,480,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,11115,0,115,360,0.0,Urban,Y
Male,Yes,2,Graduate,No,7164,3552,109,360,0.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,1804,0,115,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1507,0,46,120,1.0,Semiurban,Y
Male,No,2,Graduate,No,5815,0,72,360,1.0,Urban,Y
Male,No,3+,Graduate,No,9101,0,145,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,4648,169,186,360,1.0,Rural,Y
Male,No,0,Graduate,No,18777,8051,199,360,0.0,Rural,N
Female,No,0,Graduate,No,2303,0,92,180,1.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,2109,0,110,360,1.0,Semiurban,Y
Female,No,1,Graduate,No,3087,2631,126,360,1.0,Semiurban,Y
Female,No,3+,Graduate,No,3006,2551,118,360,1.0,Urban,Y
Male,No,0,Graduate,No,7103,6139,224,180,0.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,3658,0,67,240,1.0,Rural,Y
Male,Yes,1,Graduate,No,1663,1829,74,360,1.0,Urban,Y
Male,No,0,Graduate,No,9173,950,124,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,1433,3287,65,240,0.0,Urban,N
Male,No,2,Graduate,Yes,2321,0,47,300,1.0,Rural,Y
Female,Yes,3+,Graduate,No,1578,0,60,360,0.0,Semiurban,Y
Male,Yes,2,Graduate,Yes,5681,1689,128,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,5598,0,216,360,1.0,Urban,Y
Male,No,0,Not Graduate,No,18798,0,219,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,9317,12422,384,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,13482,1148,157,300,1.0,Urban,Y
Male,No,2,Graduate,Yes,6015,451,171,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2480,2531,127,360,0.0,Urban,Y
Male,No,2,Graduate,No,5375,1116,131,300,1.0,Urban,Y
Female,Yes,1,Graduate,Yes,7440,5852,517,360,1.0,Semiurban,Y
Male,No,2,Not Graduate,No,8043,822,173,300,1.0,Rural,N
Male,Yes,3+,Graduate,No,3530,3116,182,360,1.0,Rural,Y
Male,No,0,Graduate,No,6919,2026,74,360,1.0,Semiurban,Y
Female,No,3+,Graduate,No,2557,0,189,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2367,2298,220,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,2250,0,288,480,0.0,Semiurban,N
Male,Yes,3+,Graduate,No,5000,1972,216,360,0.0,Rural,N
Male,No,3+,Graduate,No,2154,1992,137,360,0.0,Semiurban,N
Female,No,1,Graduate,Yes,3650,755,134,120,0.0,Semiurban,N
Male,Yes,1,Graduate,No,9246,5677,142,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,2391,5138,158,120,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,3452,0,317,300,1.0,Semiurban,Y
Male,No,0,Graduate,No,5167,1596,282,360,0.0,Semiurban,N
Male,No,2,Graduate,No,5841,7436,233,360,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,3465,0,501,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,8525,0,30,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,7430,1034,112,360,1.0,Semiurban,Y
Female,Yes,1,Not Graduate,No,10915,10700,147,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4641,0,99,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,3432,0,84,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3047,844,52,480,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,6093,0,123,300,1.0,Urban,Y
Male,Yes,2,Graduate,No,3774,1430,253,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,3299,2351,236,120,0.0,Semiurban,N
Female,Yes,2,Not Graduate,No,3591,0,94,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,3045,3859,169,480,1.0,Urban,Y
Male,No,1,Graduate,No,5649,1465,335,360,0.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,1828,225,59,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,6076,3142,134,360,1.0,Urban,Y
Female,No,0,Not Graduate,No,7891,748,176,360,1.0,Rural,Y
Female,No,2,Graduate,No,3272,1259,149,180,1.0,Rural,Y
Male,Yes,0,Graduate,No,18871,8545,247,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,4975,0,60,300,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,1647,0,81,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,4036,3222,223,360,1.0,Rural,Y
Female,Yes,2,Not Graduate,Yes,5135,1040,53,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,6729,0,241,360,0.0,Semiurban,N
Female,No,0,Graduate,No,4104,986,194,300,1.0,Urban,Y
Male,Yes,1,Graduate,No,2420,322,231,300,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,2283,0,111,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,3110,0,201,360,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,3326,0,73,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,2220,5365,115,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,2942,1169,151,480,1.0,Urban,Y
Female,No,0,Graduate,Yes,7797,0,86,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,15582,3061,169,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,8340,386,74,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,12260,4476,174,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,9719,0,422,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,8806,4862,69,360,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,3879,0,146,360,0.0,Urban,N
Male,No,0,Graduate,No,5424,0,56,360,1.0,Urban,Y
Male,No,0,Graduate,No,3661,0,90,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,4215,0,226,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,5154,430,114,360,1.0,Semiurban,Y
Female,No,1,Graduate,Yes,8099,5447,231,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,6609,1580,183,300,1.0,Urban,Y
Female,Yes,0,Graduate,No,4388,0,142,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5109,1584,80,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,6657,5327,223,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,7841,3939,178,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,1697,0,59,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,Yes,2311,3421,83,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,10669,0,28,360,0.0,Urban,Y
Male,No,0,Graduate,No,4709,2445,65,300,1.0,Rural,Y
Female,No,3+,Graduate,No,3652,2255,122,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4086,1807,78,300,1.0,Rural,Y
Male,Yes,1,Graduate,No,4086,3840,90,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,7263,0,341,180,1.0,Semiurban,Y
Male,No,0,Graduate,No,2262,0,275,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,5000,0,97,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,5838,2315,238,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,6485,0,307,180,0.0,Semiurban,Y
Male,Yes,3+,Graduate,No,5744,1629,215,360,1.0,Urban,Y
Male,No,2,Not Graduate,Yes,7052,0,177,360,1.0,Urban,N
Male,Yes,0,Graduate,Yes,3291,0,286,360,0.0,Urban,N
Male,Yes,2,Graduate,No,2542,0,235,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,27444,1145,71,360,0.0,Urban,Y
Female,Yes,0,Not Graduate,No,3980,1227,132,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,4319,3301,106,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,7898,0,296,360,1.0,Rural,Y
Female,No,3+,Graduate,No,15021,0,104,360,1.0,Urban,Y
Female,No,0,Graduate,No,3357,3185,94,300,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,2442,0,274,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,2060,0,173,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,14990,0,526,360,0.0,Semiurban,Y
Female,No,2,Graduate,No,2376,4550,88,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4820,4425,108,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,2479,0,290,180,0.0,Semiurban,N
Male,Yes,3+,Graduate,Yes,1783,1163,68,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,4005,532,327,480,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,2549,982,71,480,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,3028,0,214,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,20015,9577,49,360,0.0,Urban,Y
Female,Yes,0,Not Graduate,No,6617,16236,152,360,1.0,Rural,Y
Male,No,0,Graduate,No,9433,0,65,300,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,8753,1825,471,120,0.0,Urban,Y
Male,No,2,Graduate,No,4579,1274,78,360,1.0,Rural,Y
Male,No,1,Graduate,No,3612,4124,90,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5850,0,204,360,1.0,Rural,Y
Male,No,0,Graduate,No,5529,0,103,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,3300,5641,225,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5382,5559,96,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,2997,4156,92,180,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,4358,1724,145,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3886,865,71,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,2021,1770,188,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,947,0,251,360,1.0,Rural,N
Male,Yes,1,Graduate,No,2546,422,206,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,17376,1551,218,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3956,0,46,360,1.0,Urban,Y
Male,No,3+,Graduate,No,8460,0,112,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,1110,0,129,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,2426,2510,355,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,1904,0,104,360,0.0,Rural,N
Male,Yes,0,Graduate,No,4265,8934,37,240,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,26778,330,81,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,6782,2909,99,120,1.0,Semiurban,Y
